Unitats;Localitat;Grup;Municipi;Superfície;Inici d'activitat;Denominació comercial;Places;Signatura
65;Cala D´Or;Hotel apartament;SANTANYÍ;0;04/06/1990;PORTO CARI I;142;HA/2982
103;Cala D´Or;Hotel apartament;SANTANYÍ;;22/05/1990;PORT CARI;236;HA/2983
24;Portocristo;Hotel apartament;MANACOR;;10/06/1972;Viwo Eda Suites;46;HA/2984
178;Cala Rajada;Hotel apartament;CAPDEPERA;;03/07/1998;L´ILLOT PARK;338;HA/2985
73;Port D´Alcúdia;Hotel apartament;ALCÚDIA;0;09/10/1989;Sofia Alcudia Beach;180;HA/2989
82;Portocolom;Hotel apartament;FELANITX;;10/05/1990;Portomar apartments;182;HA/2990
24;Canyamel;Hotel apartament;CAPDEPERA;0;14/12/1990;S´OLIVERA I,II;48;HA/2991
50;Portocristo;Hotel apartament;MANACOR;943;30/08/2021;Hotel apartamentos Marina Drach;100;HA/2992
7;Canyamel;Hotel apartament;CAPDEPERA;884;09/12/2021;Sinfony Suites;14;HA/2993
137;Port De Pollença;Hotel apartament;POLLENÇA;;09/05/1991;BAHIA DE POLLENSA;274;HA/2994
51;Portocristo;Hotel apartament;MANACOR;;01/01/1963;PORTO DRACH;134;HA/2995
35;Cala Rajada;Hotel apartament;CAPDEPERA;0;03/04/1970;ALFONSO;74;HA/2997
80;Port (El);Hotel apartament;SÓLLER;;01/01/1950;FERGUS SOLLER BEACH;208;HA/469
174;Arenal (L´);Hotel apartament;LLUCMAJOR;;03/10/1963;WHALA! BEACH SAN DIEGO;346;HA/507
104;Can Pastilla;Hotel apartament;PALMA;;23/03/1971;Palma Beach Affiliated by FERGUS;208;HA/610
18;Sant Agustí;Hotel apartament;PALMA;;01/01/1960;LIS;56;HA/709
80;Cala D´Or;Hotel apartament;SANTANYÍ;;30/03/1962;ARIEL;153;HA/810
220;Platja De Palma;Hotel apartament;PALMA;0;01/01/1963;AYRON PARK;405;HA/905
33;Algaida;Hostatgeria;ALGAIDA;29835;10/08/2015;Santuari de Cura;64;HO/1
13;Alcúdia;Hostatgeria;ALCÚDIA;0;15/10/2015;Ermita la Victòria;22;HO/2
22;Felanitx;Hostatgeria;FELANITX;0;16/05/2016;Puig de Sant Salvador;48;HO/3
32;Campanet;Hotel rural;CAMPANET;;19/05/1994;MONNABER NOU;64;HR/1
25;Santa Margalida;Hotel rural;SANTA MARGALIDA;;14/05/1998;CASAL SANTA EULALIA;50;HR/10
31;Puigpunyent;Hotel rural;PUIGPUNYENT;;13/10/1998;SON NET;62;HR/11
17;Salines (Les);Hotel rural;SES SALINES;;18/12/1998;ES TURO;34;HR/12
15;Muro;Hotel rural;MURO;;22/03/1999;PREDIO SON SERRA;30;HR/13
38;Porreres;Hotel rural;PORRERES;;22/12/1999;SA BASSA ROTJA;78;HR/14
27;Alaró;Hotel rural;ALARÓ;;16/01/2001;S´OLIVARET;50;HR/15
16;Pina;Hotel rural;ALGAIDA;;22/02/2001;SON XOTANO;31;HR/16
76;Artà;Hotel rural;ARTÀ;324853;04/10/2002;CARROSSA HOTEL - SPA - VILLAS;154;HR/17
24;Manacor;Hotel rural;MANACOR;;21/05/2003;LA ROTANA;47;HR/18
16;Inca;Hotel rural;INCA;;17/06/2003;CASA DEL VIRREY;30;HR/19
19;Manacor;Hotel rural;MANACOR;193047;03/02/2004;SON MAS;38;HR/20
15;Manacor;Hotel rural;MANACOR;;18/02/2004;SON AMOIXA VELL;29;HR/21
20;Felanitx;Hotel rural;FELANITX;;18/02/2004;SA GALERA;40;HR/22
9;Felanitx;Hotel rural;FELANITX;;30/03/2005;SON TERRASSA;18;HR/24
10;Campos;Hotel rural;CAMPOS;;10/05/2005;ES MITJORN;20;HR/25
51;Sant Llorenç Del Cardassar;Hotel rural;SANT LLORENÇ DES CARDASSAR;128686;16/01/2006;SON TROBAT;104;HR/26
18;Canyamel;Hotel rural;CAPDEPERA;;02/03/2006;CAN SIMONETA;36;HR/27
16;Valldemossa;Hotel rural;VALLDEMOSSA;;09/02/1994;VISTAMAR;32;HR/3
25;Puigpunyent;Hotel rural;PUIGPUNYENT;;12/05/2008;HOTEL LJS RATXÓ;49;HR/30
25;Montuïri;Hotel rural;MONTUÏRI;;03/12/2008;RETREAT FINCA SON MANERA;45;HR/31
23;Son Servera;Hotel rural;SON SERVERA;;18/02/2009;SON CORB;45;HR/32
20;Ruberts;Hotel rural;SENCELLES;;29/10/2009;SON JORDA;39;HR/33
31;Llucmajor;Hotel rural;LLUCMAJOR;;18/11/2009;CAP ROCAT;62;HR/34
21;Porreres;Hotel rural;PORRERES;;29/03/2010;ES RIQUERS;38;HR/35
34;Vilafranca De Bonany;Hotel rural;VILAFRANCA DE BONANY;348207;06/09/2010;SA FRANQUESA NOVA PETIT HOTEL;68;HR/36
24;Capdepera;Hotel rural;CAPDEPERA;;16/05/2012;SON JAUMELL;48;HR/37
25;Consell;Hotel rural;CONSELL;;03/01/2013;SA CABANA;50;HR/38
17;Campos;Hotel rural;CAMPOS;;18/10/2013;ES LLOQUET-THE SECRET PLACE;34;HR/39
32;Sóller;Hotel rural;SÓLLER;;11/04/1994;CA N´AÍ;64;HR/4
43;Capdellà (El);Hotel rural;CALVIÀ;0;10/12/2013;CASTELL SON CLARET;82;HR/40
15;Llucmajor;Hotel rural;LLUCMAJOR;;03/06/2014;BENNOC PETIT HOTEL;30;HR/41
10;Campos;Hotel rural;CAMPOS;;07/10/2015;SON COSMET;20;HR/42
3;Binissalem;Hotel rural;BINISSALEM;111838;28/03/2023;FINCA MORNETA;6;HR/43
29;Banyalbufar;Hotel rural;BANYALBUFAR;2514124;28/04/2023;SON BUNYOLA;58;HR/44
25;Felanitx;Hotel rural;FELANITX;;02/10/1996;SA POSADA D´AUMALLIA;50;HR/6
21;Santa Maria Del Camí;Hotel rural;SANTA MARIA DEL CAMÍ;;30/09/1996;READ´S;41;HR/7
22;Pil·Larí (El);Hotel rural;PALMA;;22/01/1997;POSADA DE´S MOLI;41;HR/8
40;Montuïri;Hotel rural;MONTUÏRI;56208;13/01/1998;ES FIGUERAL NOU;80;HR/9
72;Palma;Hotel;PALMA;;01/01/1958;ARAXA;123;H/1
24;Cala Rajada;Hotel;CAPDEPERA;;15/05/1964;PETIT GARDEN HOTEL BY FLACALCO;44;H/1000
25;Palmanova;Hostal residència;CALVIÀ;;11/05/1968;GIL;53;H/1019
57;Platja De Palma;Hotel;PALMA;;01/01/1964;NETS;106;H/1027
40;Platja De Palma;Hotel;PALMA;;23/03/1963;GOBI BAY;70;H/1028
12;Peguera;Casa d´hostes;CALVIÀ;;09/05/1963;VILLA PALMER;19;H/1029
48;Platja De Palma;Hotel;PALMA;;24/04/1963;LEBLON;65;H/1038
144;Cas Català-Illetes;Hotel;CALVIÀ;;01/01/1964;GRAN MELIA DE MAR;288;H/1039
20;Cala Rajada;Hostal residència;CAPDEPERA;;11/03/1964;CASA ESTEVA;34;H/1040
177;Can Picafort;Hotel;SANTA MARGALIDA;;01/06/1964;THB GRAN PLAYA;333;H/1042
29;Colònia De Sant Jordi;Hotel;SES SALINES;;01/01/1963;MARTORELL;53;H/1045
112;Arenal (L´);Hotel;LLUCMAJOR;;01/01/1964;HOTEL ALEA;216;H/1049
69;Can Pastilla;Hotel;PALMA;;03/04/1964;MIRAFLORES;132;H/1054
149;Platja De Palma;Hotel;PALMA;;21/03/1964;PURE SALT GARONDA;295;H/1057
26;Palma;Hotel;PALMA;;01/06/1952;MONTERREY;49;H/106
22;Portocristo;Hotel;MANACOR;;16/01/1964;SOL Y VIDA;41;H/1063
78;Colònia De Sant Jordi;Hotel;SES SALINES;0;01/01/1964;HONUCAI;175;H/1064
150;Peguera;Hotel;CALVIÀ;;01/05/1965;HOTEL PALMIRA PARADISE & SUITES;287;H/1070
127;Palmanova;Hotel;CALVIÀ;0;01/01/1964;Palia Tropico;254;H/1071
72;Cala Rajada;Hostal;CAPDEPERA;;01/01/1964;GAMI;144;H/1072
236;Cala Rajada;Hotel;CAPDEPERA;;05/05/1964;LUX DE MAR;450;H/1073
32;Peguera;Hostal;CALVIÀ;;04/04/1964;DON CARLOS;60;H/1079
192;Palmanova;Hotel;CALVIÀ;0;01/05/1964;REVERENCE MARE HOTEL;379;H/1080
15;Portocolom;Hotel;FELANITX;0;15/05/1964;BAREFOOT HOTEL MALLORCA I;27;H/1087
97;Marivent;Hotel;PALMA;;28/04/1964;JOAN MIRO MUSEUM;172;H/1093
150;Peguera;Hotel;CALVIÀ;;01/01/1964;CORMORAN;287;H/1095
128;Peguera;Hotel;CALVIÀ;;01/05/1964;MAR HOTELS PAGUERA & SPA;243;H/1096
77;Can Pastilla;Hotel;PALMA;;15/04/1964;CAN PASTILLA PLAYA;144;H/1099
24;Cala Figuera;Casa d´hostes;SANTANYÍ;;10/02/1964;COVAS;48;H/1101
172;Illot (L´);Hotel;SANT LLORENÇ DES CARDASSAR;;01/01/1964;PLAYA MAR;330;H/1102
30;Son Verí Nou;Hotel;LLUCMAJOR;;14/05/1964;MIX HOTEL SMART;57;H/1104
161;Peguera;Hotel;CALVIÀ;;10/06/1964;S´OLIVERA;303;H/1114
41;Peguera;Hostal;CALVIÀ;;18/06/1964;Boutique Hostal Villa Rosa;72;H/1115
30;Port D´Alcúdia;Hostal;ALCÚDIA;;25/11/1964;HOSTAL DIANA;56;H/1118
180;Magaluf;Hotel;CALVIÀ;0;04/05/1964;Dreams Calvià Resorts & Spa I;342;H/1120
18;Palmanova;Hostal residència;CALVIÀ;;01/06/1964;BELGICA;29;H/1121
26;Sóller;Hostal;SÓLLER;;28/05/1964;NADAL;50;H/1122
45;Platja De Palma;Hotel;PALMA;;26/05/1964;BOOGALOO;90;H/1123
223;Son Caliu;Hotel;CALVIÀ;;19/06/1964;SON CALIU SPA OASIS;446;H/1124
26;Port (El);Hotel;SÓLLER;;28/04/1964;LOS GERANIOS;48;H/1126
195;Cala Fornells;Hotel;CALVIÀ;0;01/01/1964;CORONADO THALLASSO & SPA;380;H/1128
189;Cala Millor;Hotel;SANT LLORENÇ DES CARDASSAR;;17/07/1964;BAHIA DEL ESTE;347;H/1132
55;L´Illot-Cala Morlanda;Hotel;MANACOR;;07/07/1964;CLUB S´ILLOT;108;H/1133
132;Cala Millor;Hotel;SANT LLORENÇ DES CARDASSAR;0;01/03/1965;DON JUAN;252;H/1141
160;Cala Millor;Hotel;SANT LLORENÇ DES CARDASSAR;;01/04/1964;PLAYA DEL MORO;312;H/1150
114;Cala Millor;Hotel;SON SERVERA;;01/04/1964;CALEIA TALAYOT SPA HOTEL;214;H/1151
88;Palmanova;Hotel;CALVIÀ;;01/01/1964;COMODORO PLAYA;161;H/1154
230;Palmanova;Hotel;CALVIÀ;;03/06/1964;Leonardo Royal Hotel Mallorca;448;H/1157
148;Portocolom;Hotel;FELANITX;;09/03/1965;Smy Vistamar Portocolom;287;H/1165
118;Canyamel;Hotel;CAPDEPERA;;18/08/1964;LAGUNA;225;H/1170
69;Platja De Palma;Hotel;PALMA;;01/01/1960;NURA CONDOR;121;H/1180
10;Cala Figuera;Casa d´hostes;SANTANYÍ;;30/07/1970;LA MARINA;22;H/1189
10;Colònia De Sant Jordi;Hotel;SES SALINES;;24/04/1962;Boutique Hotel Colonial;18;H/1195
319;Portopetro;Hotel;SANTANYÍ;;25/06/1964;IKOS PORTO PETRO;759;H/1225
25;Peguera;Hotel;CALVIÀ;;01/07/1964;CUPID´OR;46;H/1229
83;Platja De Palma;Hotel;PALMA;;01/01/1965;Copaiba by Honne Hotels;131;H/1238
191;Can Pastilla;Hotel;PALMA;;03/04/1965;SUNPRIME WATERFRONT;350;H/1239
126;Can Pastilla;Hotel;PALMA;;01/01/1965;BQ AMFORA BEACH;241;H/1240
106;Cala D´Or;Hotel;SANTANYÍ;;22/04/1965;ROCADOR;184;H/1245
180;Arenal (L´);Hotel;LLUCMAJOR;;23/04/1965;REINA DEL MAR;342;H/1249
12;Cala D´Or;Hostal residència;SANTANYÍ;;28/04/1965;BOUTIQUE HOSTAL MISTRAL;27;H/1250
17;Cala Rajada;Hotel;CAPDEPERA;;21/04/1965;The Sea Club;34;H/1252
78;Cala Millor;Hotel;SANT LLORENÇ DES CARDASSAR;;23/04/1965;BLUE SEA CALA MILLOR-II;152;H/1255
39;Can Pastilla;Hotel;PALMA;;01/04/1965;Sauló by Puro;66;H/1256
52;Platja De Palma;Hotel;PALMA;;01/05/1965;MARINA PLAYA DE PALMA;99;H/1258
69;Platja De Palma;Hotel;PALMA;;01/01/1966;TEIDE;139;H/1264
35;Cala D´Or;Hotel;SANTANYÍ;;12/05/1965;RUPIT;68;H/1266
18;Illot (L´);Casa d´hostes;SANT LLORENÇ DES CARDASSAR;;06/05/1965;AMENA MAR;48;H/1272
125;Cala Millor;Hotel;SON SERVERA;;01/01/1966;Hotel Ilusion Vista Blava;240;H/1275
56;Cala Rajada;Hotel;CAPDEPERA;0;06/05/1965;BAVIERA;101;H/1280
40;Palma;Hotel;PALMA;;01/01/1960;ZURBARAN;80;H/129
122;Cala Millor;Hotel;SANT LLORENÇ DES CARDASSAR;;01/01/1965;LA SANTAMARIA PLAYA;239;H/1292
122;Platja De Palma;Hotel;PALMA;4249;02/06/1965;GOLDEN PLAYA;238;H/1297
30;Platja De Palma;Hostal;PALMA;;02/06/1965;HOSTAL LEVEL;60;H/1301
10;Illot (L´);Casa d´hostes;SANT LLORENÇ DES CARDASSAR;;09/07/1965;DORADO;20;H/1306
29;Palma;Hostal residència;PALMA;;15/05/1965;BONANY;55;H/1311
37;Platja De Palma;Hotel;PALMA;;21/06/1965;NUBIA BAY;64;H/1319
27;Peguera;Hotel;CALVIÀ;;01/01/1965;MORLANS GARDEN 2;51;H/1320
229;Arenal (L´);Hotel;LLUCMAJOR;;15/07/1965;CARIBBEAN BAY;437;H/1324
35;Santa Ponça;Hotel;CALVIÀ;;21/06/1965;4U Miranda;62;H/1325
192;Platja De Palma;Hotel;PALMA;;01/01/1965;OBELISCO;336;H/1327
36;Cala Bona;Hotel;SON SERVERA;;01/01/1968;CALA AZUL;63;H/1328
210;Port D´Alcúdia;Hotel;ALCÚDIA;;25/06/1965;EIX ALCUDIA HOTEL;404;H/1329
140;Alcúdia;Hotel;ALCÚDIA;;01/01/1965;MORE;267;H/1333
24;Portocolom;Hostal residència;FELANITX;;02/06/1965;SAN FRANCISCO;43;H/1336
66;Portals Nous;Hotel;CALVIÀ;;12/07/1965;THE DONNA PORTALS;150;H/1338
8;Colònia De Sant Pere;Hostal;ARTÀ;;31/03/1965;Petit Rocamar;15;H/1341
27;Cala Rajada;Hotel;CAPDEPERA;;21/06/1965;ENCARNA LLITERAS;49;H/1346
35;Cala Rajada;Hotel;CAPDEPERA;;18/06/1965;LLITERAS;67;H/1354
34;Arenal (L´);Hostal;LLUCMAJOR;;27/08/1965;FAMOUS;56;H/1372
7;Sóller;Casa d´hostes;SÓLLER;;11/06/1965;CASA MARGARITA TRIAS;15;H/1378
230;Cala Millor;Hotel;SANT LLORENÇ DES CARDASSAR;;25/09/1965;SENTIDO CASTELL DE MAR;433;H/1380
82;Cala Bona;Hotel;SON SERVERA;3871;01/01/1965;HOTEL ILUSION MOREYO;164;H/1381
52;Cala Murada;Hotel;MANACOR;0;01/01/1966;HOTEL VALPARAISO BY PETIT PALACE;100;H/1393
22;Cala D´Or;Hostal;SANTANYÍ;;27/07/1965;IROCO HOSTAL;42;H/1407
21;Palma;Casa d´hostes;PALMA;;01/01/1942;CENTRAL;36;H/142
32;Peguera;Hotel;CALVIÀ;;01/01/1966;MORLANS GARDEN 3;64;H/1426
92;Peguera;Hotel;CALVIÀ;0;01/01/1966;Allsun Hotel Paguera Vera Beach;176;H/1427
42;Peguera;Hotel;CALVIÀ;0;01/01/1966;Morlans Garden 5;80;H/1428
54;Can Picafort;Hotel;SANTA MARGALIDA;;01/01/1966;JS HOTEL SOL DE CAN PICAFORT;102;H/1434
59;Can Picafort;Hotel;SANTA MARGALIDA;;04/04/1966;GALAXIA;117;H/1435
475;Platja De Palma;Hotel;PALMA;0;14/04/1966;RIU PLAYA PARK;950;H/1439
41;Cala Rajada;Hotel;CAPDEPERA;0;01/01/1968;VISTA SOL;79;H/1445
80;Peguera;Hotel;CALVIÀ;2004;10/05/1966;BQ PAGUERA BOUTIQUE HOTEL;160;H/1451
15;Peguera;Hotel;CALVIÀ;;01/01/1966;CRETA;27;H/1452
163;Can Picafort;Hotel;SANTA MARGALIDA;;01/05/1966;THE SEA HOTEL;321;H/1454
78;Port De Pollença;Hotel;POLLENÇA;;19/04/1966;ROMANTIC;152;H/1455
16;Can Picafort;Hotel;SANTA MARGALIDA;;15/11/1966;VENT I MAR;43;H/1456
127;Portocristo;Hotel;MANACOR;0;16/05/1966;HOTEL ANKAA;236;H/1461
40;Cala D´Or;Hotel;SANTANYÍ;;15/05/1966;ANTARES;76;H/1462
50;Colònia De Sant Jordi;Hotel;SES SALINES;0;01/01/1966;Boutique Hotel El Coto;102;H/1463
100;Cala Millor;Hotel;SANT LLORENÇ DES CARDASSAR;;01/01/1966;BLUE SEA CALA MILLOR - I;193;H/1471
75;Colònia De Sant Jordi;Hotel;SES SALINES;;01/01/1966;ISLA DE CABRERA;144;H/1474
140;Platja De Palma;Hotel;PALMA;0;01/01/1974;ALLSUN  HOTEL MARENA BEACH;270;H/1477
107;Cala D´Or;Hotel;SANTANYÍ;;17/12/1968;COSTA DEL SUR;193;H/1480
324;Llucmajor;Hotel;LLUCMAJOR;;01/10/1966;SUN CLUB EL DORADO;660;H/1482
94;Can Pastilla;Hotel;PALMA;;01/01/1966;EDEN PALMA PLAYA;182;H/1485
135;Cala Rajada;Hotel;CAPDEPERA;;01/01/1966;CAPRICHO;262;H/1489
28;Palma;Casa d´hostes;PALMA;;01/03/1956;COSTA BRAVA;42;H/149
14;Cala Millor;Hotel;SANT LLORENÇ DES CARDASSAR;;01/01/1966;VILLA MIEL;28;H/1492
108;Cala Millor;Hotel;SANT LLORENÇ DES CARDASSAR;;01/01/1966;BIKINI;208;H/1493
34;Port De Pollença;Hotel;POLLENÇA;;09/05/1966;BAHIA;68;H/1494
163;Alcúdia;Hotel;ALCÚDIA;;10/06/1966;CLUB JET TOURS ALCUDIA;296;H/1495
23;Cala Rajada;Hostal residència;CAPDEPERA;;01/01/1966;EL GOLEA;37;H/1496
189;Cala Bona;Hotel;SON SERVERA;;01/01/1966;CATALONIA DEL MAR;316;H/1497
347;Portocolom;Hotel;FELANITX;;10/05/1966;CLUB CALA MARSAL;630;H/1501
247;Peguera;Hotel;CALVIÀ;;25/03/1966;VALENTIN PARK CLUB HOTEL;469;H/1510
217;Costa De Son Jordi;Hotel;SON SERVERA;;12/12/1966;HIPOTELS EUROTEL PUNTA ROTJA;413;H/1514
92;Arenal (L´);Hotel;LLUCMAJOR;;01/01/1966;COSTA MEDITERRANEO;166;H/1523
24;Cala D´Or;Hotel;SANTANYÍ;;01/01/1966;SES PUNTETES;45;H/1525
69;Costa D´En Blanes;Hotel;CALVIÀ;;07/07/1966;H10 PUNTA NEGRA;128;H/1527
42;Cala Figuera;Hotel;SANTANYÍ;;03/05/1966;ROCAMAR;82;H/1532
186;Platja De Palma;Hotel;PALMA;;01/01/1967;HISPANIA;346;H/1548
26;Arenal (L´);Hostal residència;PALMA;;02/08/1966;Das Hostal El Arenal;50;H/1549
91;Platja De Palma;Hotel;PALMA;;01/11/1966;BQ CARMEN PLAYA;174;H/1553
16;Cala D´Or;Hostal residència;SANTANYÍ;;01/01/1968;INNER Hostal Es Molí;32;H/1554
29;Port D´Alcúdia;Hostal residència;ALCÚDIA;;21/06/1966;VISTA ALEGRE;55;H/1565
30;Cala Bona;Hotel;SON SERVERA;;26/08/1966;PERGOLA;60;H/1567
119;Portocolom;Hotel;FELANITX;;01/01/1966;CAPE COLOM HOTEL;213;H/1569
76;Portocolom;Hotel;FELANITX;;26/08/1966;BV BELSANA;145;H/1570
32;Banyalbufar;Hotel;BANYALBUFAR;;01/01/1966;SA COMA;66;H/1572
23;Cala Rajada;Hostal residència;CAPDEPERA;;01/01/1967;HOSTAL PORT CORONA;46;H/1574
17;Arenal (L´);Fonda;LLUCMAJOR;;09/09/1966;JARDIN TORRERO;26;H/1581
97;Platja De Palma;Hotel;PALMA;0;01/04/1967;LEMAN;189;H/1593
53;Cas Català-Illetes;Hotel;CALVIÀ;;01/06/1967;VILLAS BONSOL;106;H/1596
22;Cala Figuera;Hotel;SANTANYÍ;;22/03/1967;RESIDENCIA SANTIAGO MALLORCA;43;H/1598
70;Cala Major;Hotel;PALMA;;12/05/1956;BE LIVE ADULTS ONLY LA CALA;126;H/16
186;Arenal (L´);Hotel;LLUCMAJOR;0;14/03/1968;IPANEMA BEACH;363;H/1602
106;Arenal (L´);Hotel;LLUCMAJOR;;01/01/1967;AZULINE HOTEL BAHAMAS II;194;H/1604
19;Platja De Palma;Hostal residència;PALMA;;24/04/1967;SB Arenal;38;H/1607
32;Colònia De Sant Jordi;Hotel;SES SALINES;;15/05/1967;Bluewaterhotel;60;H/1608
16;Colònia De Sant Jordi;Hostal;SES SALINES;;09/05/1967;DORIS;31;H/1609
166;Cala Millor;Hotel;SANT LLORENÇ DES CARDASSAR;;01/01/1967;GIRASOL;324;H/1612
80;Cala Rajada;Hotel;CAPDEPERA;;11/05/1967;AMOROS;159;H/1613
208;Cala Rajada;Hotel;CAPDEPERA;;01/01/1967;CALA LLITERAS;395;H/1614
47;Cala Rajada;Hotel;CAPDEPERA;;07/04/1967;CALA GAT;92;H/1615
59;Cala Millor;Hotel;SON SERVERA;;01/01/1967;AMÀRAC;111;H/1616
66;Colònia De Sant Jordi;Hotel;SES SALINES;;06/05/1967;CABO BLANCO;128;H/1617
109;Palmanova;Hotel;CALVIÀ;;22/05/1967;AGUA BEACH;210;H/1622
205;Magaluf;Hotel;CALVIÀ;0;03/05/1967;FLORIDA;410;H/1623
277;Portocristo;Hotel;MANACOR;;05/06/1967;CASTELL DELS HAMS;513;H/1630
148;Can Picafort;Hotel;SANTA MARGALIDA;;08/06/1967;HOTEL&SPA FERRER CONCORD;288;H/1632
38;Arenal (L´);Hostal residència;PALMA;;24/05/1967;ALCE;76;H/1633
132;Platja De Palma;Hotel;PALMA;;16/10/1967;FONERS;251;H/1635
148;L´Illot-Cala Morlanda;Hotel;MANACOR;;15/06/1967;07 Colombo;285;H/1639
23;Arenal (L´);Hostal;LLUCMAJOR;;28/03/1967;LA MARINETA;45;H/1644
40;Platja De Palma;Hotel;PALMA;0;29/05/1967;SEASUN ANIRAM;80;H/1645
23;Cala Sant Vicenç;Hotel;POLLENÇA;;06/07/1967;BOUTIQUE HOTEL ORIOLA;44;H/1647
20;Port De Pollença;Hotel;POLLENÇA;;06/07/1967;MAR CALMA;39;H/1648
64;Santa Ponça;Hotel;CALVIÀ;;25/08/1968;PLAYAS DEL REY;120;H/1650
191;Colònia De Sant Jordi;Hotel;SES SALINES;;07/07/1967;MARQUES;383;H/1652
21;Cala Bona;Hotel;SON SERVERA;;30/03/1967;LA LUNA;42;H/1653
193;Cala Millor;Hotel;SANT LLORENÇ DES CARDASSAR;;01/01/1969;SAID;367;H/1654
143;Santa Ponça;Hotel;CALVIÀ;0;17/08/1967;REVERENCE LIFE HOTEL;286;H/1659
29;Magaluf;Hostal residència;CALVIÀ;0;06/07/1967;FLORIDITA;58;H/1662
19;Platja De Palma;Hostal residència;PALMA;;12/08/1967;PLAYA DE PALMA;34;H/1674
154;Arenal (L´);Hotel;LLUCMAJOR;;01/01/1967;DON PEPE;297;H/1677
210;Font De La Cala;Hotel;CAPDEPERA;0;29/08/1967;Na Taconera Sport & Relax;414;H/1682
54;Platja De Palma;Hotel;PALMA;;06/08/1979;SAHARA;69;H/1685
16;Cala Figuera;Fonda;SANTANYÍ;;09/02/1968;MAR BLAU;33;H/1706
209;Santa Ponça;Hotel;CALVIÀ;;04/04/1968;PLAYA SANTA PONSA;380;H/1710
164;Platja De Muro;Hotel;MURO;;17/06/1969;LAS GAVIOTAS SUITES HOTEL & SPA;391;H/1716
28;Port De Pollença;Hotel;POLLENÇA;;06/07/1967;LA GOLETA HOTEL DE MAR;56;H/1723
178;Arenal (L´);Hotel;LLUCMAJOR;;01/01/1968;Hotel Blue Sea Mediodía;339;H/1725
184;Magaluf;Hotel;CALVIÀ;;01/01/1968;CORAL PLAYA;358;H/1726
133;Arenal (L´);Hotel;LLUCMAJOR;;01/01/1968;TORRE AZUL & SPA;253;H/1729
8;Peguera;Hostal;CALVIÀ;;06/04/1968;Hostal Villa Sense;15;H/1730
30;Peguera;Hostal residència;CALVIÀ;;31/05/1968;VILLA COLUMBUS;51;H/1731
18;Peguera;Hostal residència;CALVIÀ;;03/05/1968;SUTIMAR;36;H/1732
160;Cala Rajada;Hotel;CAPDEPERA;;24/04/1968;ALONDRA;290;H/1736
221;Arenal (L´);Hotel;LLUCMAJOR;0;01/04/1968;LUNA;421;H/1738
15;Platja De Palma;Hostal residència;PALMA;;26/04/1968;MAR DEL PLATA;30;H/1739
30;Palma;Hostal residència;PALMA;;01/01/1949;JAIME JAUME;51;H/174
167;Platja De Palma;Hotel;PALMA;;01/01/1968;HM Dunas Blancas.;322;H/1742
107;Cala Rajada;Hotel;CAPDEPERA;;01/01/1968;BELLA MAR;198;H/1747
12;Cala Rajada;Hostal residència;CAPDEPERA;;23/04/1968;C´AN GALLU;23;H/1748
229;Cala Millor;Hotel;SON SERVERA;0;01/01/1968;SABINA SUITES;444;H/1749
174;Can Picafort;Hotel;SANTA MARGALIDA;;01/01/1968;FARRUTX;349;H/1751
11;Can Picafort;Hotel;SANTA MARGALIDA;;04/05/1968;SA ROQUETA;21;H/1752
251;Can Picafort;Hotel;SANTA MARGALIDA;;21/05/1968;SON BAULO;477;H/1758
100;Can Picafort;Hotel;SANTA MARGALIDA;;01/01/1968;JS HOTEL CAN PICAFORT;185;H/1759
210;Arenal (L´);Hotel;LLUCMAJOR;;27/05/1968;IPANEMA PARK;409;H/1760
272;Magaluf;Hotel;CALVIÀ;0;27/05/1968;INNSIDE BY MELIA CALVIA BEACH;594;H/1761
156;Can Picafort;Hotel;SANTA MARGALIDA;0;06/04/1968;JS HOTEL YATE;296;H/1763
239;Arenal (L´);Hotel;LLUCMAJOR;;01/01/1968;AZULINE HOTEL BAHAMAS;468;H/1764
10;Cala Millor;Casa d´hostes;SON SERVERA;;30/04/1968;SOL Y LUNA CALA MILLOR;20;H/1765
145;Colònia De Sant Jordi;Hotel;SES SALINES;0;01/01/1968;Iberostar Selection Es Trenc;290;H/1774
97;Cala Bona;Hotel;SON SERVERA;4369;01/01/1968;ATOLON;194;H/1775
60;Peguera;Hotel;CALVIÀ;;17/05/1968;MORLANS;110;H/1780
26;Peguera;Hostal residència;CALVIÀ;;01/01/1968;Ca Sa Madona;52;H/1781
36;Santa Ponça;Hotel;CALVIÀ;;06/06/1968;GOLF BEACH;69;H/1783
206;Port D´Alcúdia;Hotel;ALCÚDIA;;23/07/1968;PISCIS;392;H/1785
210;Can Picafort;Hotel;SANTA MARGALIDA;0;07/06/1968;NORDESTE PLAYA;414;H/1786
13;Cala D´Or;Hostal residència;SANTANYÍ;;12/06/1968;LA CEIBA;26;H/1787
216;Font De La Cala;Hotel;CAPDEPERA;0;10/06/1968;AluaSoul Carolina;411;H/1788
137;Colònia De Sant Jordi;Hotel;SES SALINES;;01/01/1968;TRES PLAYAS;257;H/1793
25;Peguera;Hostal;CALVIÀ;;21/06/1968;VILLA CATI;39;H/1794
30;Peguera;Hotel;CALVIÀ;;21/06/1968;Morlans Garden 4;60;H/1795
98;Illot (L´);Hotel;SANT LLORENÇ DES CARDASSAR;;01/01/1969;Hotel Fona Mallorca;185;H/1796
