Categoria;Unitats;Direcció;Hotel de ciutat;Localitat;UTM (X);Grup;Subgrup;Memoria descriptiva;Municipi;Superfície;Inici d'activitat;Denominació comercial;UTM(Y);Places;Excepcions ratio turístic;Explotador/s;Signatura;Estat;longitude;latitude
1 clau;10;REGANA BLAVA S/N C.AGULLA, S/N. 07580 CAPDEPERA, Mallorca;;Capdepera;539630.133683;Apartaments turístics;Allotjaments;;CAPDEPERA;;08/04/1986;ROSAMAR;4396650.84512;42;;MARGARITA FUSTER SANCHO;AT/1412;Alta;3.4623802446303076;39.718810188984904
2 claus;40;Carrer S´AMETLER, 21. 07560 Cala Millor, SON SERVERA, Mallorca;;Cala Millor;532469.866871;Apartaments turístics;Allotjaments;;SON SERVERA;0;11/10/1985;Apartamentos Cristina I;4383904.27882;160;;SUVILLA CALA MILLOR SA (A07130214);AT/1427;Alta;3.3782139456157725;39.60426457958191
2 claus;34;Carrer S´AMETLER, 21. 07560 Cala Millor, SON SERVERA, Mallorca;;Cala Millor;532469.866871;Apartaments turístics;Allotjaments;;SON SERVERA;;11/10/1985;Apartamentos Cristina II;4383904.27882;168;;SUVILLA CALA MILLOR SA (A07130214);AT/1428;Alta;3.3782139456157725;39.60426457958191
3 claus Superior;130;Avinguda NICOLAS RIERA MARÇA, 6. 07410 Port D´Alcúdia, ALCÚDIA, Mallorca;;Port D´Alcúdia;509785.314112;Apartaments turístics;Allotjaments;;ALCÚDIA;;31/10/1985;ALCUDIA BEACH;4408669.00966;364;;ALCUDIA BEACH APARTAMENTS SL (B57062101);AT/1439;Alta;3.114349760953134;39.827960089809
2 claus;24;CALA AGULLA, 117. 07590 Cala Rajada, CAPDEPERA, Mallorca;;Cala Rajada;536639.913567;Apartaments turístics;Allotjaments;;CAPDEPERA;;21/03/1986;DON QUIJOTE;4394218.80233;124;;DON QUIJOTE, CB (E07455058);AT/1460;Alta;3.4273579135649506;39.69703116581444
2 claus;20;Carrer SOL NAIXENT, S/N, S/N. 07560 Cala Millor, SON SERVERA, Mallorca;;Cala Millor;532915.89263;Apartaments turístics;Allotjaments;;SON SERVERA;;27/03/1986;Apartamentos R2 Cala Millor;4383507.28937;111;;SLR TURISMO ESPAÑA SL (B76229814);AT/1462;Alta;3.383389488649412;39.60067058961981
1 clau;16;Carrer ESMERALDA, 6. 07638 Colònia De Sant Jordi, SES SALINES, Mallorca;;Colònia De Sant Jordi;498758.579374;Apartaments turístics;Allotjaments;;SES SALINES;;08/05/1986;IBIZA;4352717.20125;82;;APARTAMENTOS IBIZA.COLONIA SL (B16604944);AT/1474;Alta;2.985597636379633;39.323863837167224
1 clau;8;Carrer ESGLESIA, 24. 07659 Cala Figuera, SANTANYÍ, Mallorca;;Cala Figuera;514602.665518;Apartaments turístics;Allotjaments;;SANTANYÍ;;23/05/1989;VISTA AL MAR;4353329.60914;32;;VIROT MARBLAU SL (B57495483);AT/1482;Alta;3.169426055804376;39.32925974457143
2 claus;20;GERMANS  MONCADA, 11. 07181 Palmanova, CALVIÀ, Mallorca;;Palmanova;460125.70166;Apartaments turístics;Allotjaments;;CALVIÀ;;04/07/1986;APARTAMENTOS MARINA PALMANOVA;4374668.2742;96;;MARINA ASJAL SL (B07693948);AT/1490;Alta;2.536095309801492;39.52073368489146
1 clau;29;SON CALIU, 12. 07181 Palmanova, CALVIÀ, Mallorca;;Palmanova;461033.133038;Apartaments turístics;Allotjaments;;CALVIÀ;;29/08/1986;SON CALIU PLAYA II;4375297.15038;87;;HELIOPAL SA (A07010390);AT/1504;Alta;2.5466153702302585;39.52644167237937
3 claus;135;SON FLORIANA, S/N. 07559 Cala Bona, SON SERVERA, Mallorca;;Cala Bona;533168.73;Apartaments turístics;Allotjaments;;SON SERVERA;;23/09/1986;PROTUR FLORIANA;4384840.28;420;;PROMOCIONES TURISTICAS DE CALA MILLOR, SL (B07160393);AT/1510;Alta;3.3864011137803662;39.6126713609936
2 claus;20;DIANA, 8. 07400 ALCÚDIA, Mallorca;;Port D´Alcúdia;510432.763842;Apartaments turístics;Allotjaments;;ALCÚDIA;;11/12/1986;OLIVE BEACH;4409888.20362;50;;INVERSIONES DOMENECH,SL (B57891749);AT/1521;Alta;3.1219351711029923;39.83893737516358
2 claus;44;Carrer CIBELES, 1. 07410 Port D´Alcúdia, ALCÚDIA, Mallorca;;Port D´Alcúdia;510318.035528;Apartaments turístics;Allotjaments;;ALCÚDIA;;05/01/1987;FERRER TAMARINDOS;4409660.074735;88;;HOTEL CONCORD,SL (B07472590);AT/1522;Alta;3.12059066706489;39.83688332737392
3 claus;54;Carrer SEBEL·LI, 4. 07160 Peguera, CALVIÀ, Mallorca;;Peguera;453209.05222;Apartaments turístics;Allotjaments;;CALVIÀ;0;25/02/1987;PONENT;4376433.1201;142;Regularització de places;APARTAMENTOS PONENT, SL (B07162514);AT/1528;Alta;2.455504746551351;39.53628622153977
1 clau;8;Carrer NA LLAMBIES, 38. 07559 Cala Bona, SON SERVERA, Mallorca;;Cala Bona;533452.013838;Apartaments turístics;Allotjaments;;SON SERVERA;;04/03/1987;SEMA II;4384834.39192;32;;SEMA CALA BONA SL (B57144834);AT/1529;Alta;3.3897008770203674;39.61260728589499
1 clau;8;MARITIM, 11. 07560 Cala Millor, SON SERVERA, Mallorca;;Cala Millor;533197.07138;Apartaments turístics;Allotjaments;;SON SERVERA;;04/03/1987;VILLA MARGARITA;4383833.129175;24;;ANTONIO LLINAS MELIS Y OTRO CB (E07560386);AT/1530;Alta;3.3866807895957103;39.6035956245033
1 clau;9;VIA DE LES COVES, 120. 07589 Canyamel, CAPDEPERA, Mallorca;;Canyamel;536639.913567;Apartaments turístics;Allotjaments;;CAPDEPERA;;17/03/1987;MASSANET;4394218.80233;43;;BAUVAL SA (A07478977);AT/1535;Alta;3.4273579135649506;39.69703116581444
3 claus;60;CRISTÒFOL COLOM CANTONADA FLOR, S/N. 07560 Cala Millor, SANT LLORENÇ DES CARDASSAR, Mallorca;;Cala Millor;532851.31;Apartaments turístics;Allotjaments;;SANT LLORENÇ DES CARDASSAR;;05/05/1987;PROTUR ATALAYA;4383496.55;180;;COTESA (A07033491);AT/1542;Alta;3.3826367425518193;39.60057630510705
2 claus;45;VIA REY SANCHO,10, S/N. 07180 Santa Ponça, CALVIÀ, Mallorca;;Santa Ponça;455430.48164;Apartaments turístics;Allotjaments;;CALVIÀ;;21/04/1987;CASA VIDA;4373866.96064;109;;SON REUS SA (A07841836);AT/1544;Alta;2.4815259506025833;39.5132828925812
2 claus;27;Passeig LONDRES, 56. 07470 Port De Pollença, POLLENÇA, Mallorca;;Port De Pollença;506713.210821;Apartaments turístics;Allotjaments;;POLLENÇA;;29/04/1987;BELLAMAR;4416303.35758;81;;DICKINSON APARTMENTS, S.L. (B44673374);AT/1546;Alta;3.0785280176501035;39.89677546122196
3 claus;120;Avinguda LES PALMERES, 2. 07181 Magaluf, CALVIÀ, Mallorca;;Magaluf;459526.253005;Apartaments turístics;Allotjaments;;CALVIÀ;;05/05/1987;TENT MOJITO;4372936.99482;295;;;AT/1549;Alta;2.5292267339601855;39.50510637509948
2 claus;73;RAVELL, S/N, S/N. 07660 Cala D´Or, SANTANYÍ, Mallorca;;Cala D´Or;520027.69;Apartaments turístics;Allotjaments;;SANTANYÍ;;05/05/1987;CALA DOR PARK;4358454.26;218;;Jordi Chale Sust;AT/1550;Alta;3.23252197725693;39.375327992834116
3 claus;36;Carrer GALEÓ, 31. 07458 Platja De Muro, MURO, Mallorca;;Platja De Muro;509933.9706105;Apartaments turístics;Allotjaments;;MURO;;05/05/1987;LOS PRINCIPES II;4407000.71948;72;;GRUPOTEL DOS SA (A07919087);AT/1551;Alta;3.1160616465096274;39.81292696296667
1 clau;7;CERVANTES, 4-5. 07638 Colònia De Sant Jordi, SES SALINES, Mallorca;;Colònia De Sant Jordi;499491.917712;Apartaments turístics;Allotjaments;;SES SALINES;;19/05/1987;OBRADOR;4352025.2932;37;;AMENGUAL & PINO CONSULTORES, SL (B57299232);AT/1553;Alta;2.994105997414307;39.317629892432684
2 claus;16;GARBALLONS, 2. 07410 ALCÚDIA, Mallorca;;Port D´Alcúdia;510046.928338;Apartaments turístics;Allotjaments;;ALCÚDIA;;20/05/1987;VENECIA;4408715.95932;48;;APARTAMENTOS VENECIA SL (B07322126);AT/1554;Alta;3.1174076609484827;39.82838005532031
1 clau;27;Carrer CALA CONILLS, S/N. 07159 Sant Elm, ANDRATX, Mallorca;;Sant Elm;444458.61482;Apartaments turístics;Allotjaments;;ANDRATX;;21/05/1987;AQUAVILLA;4380800.74006;54;;APARTAHOTEL DON CAMILO SA (A07830607);AT/1555;Alta;2.3533182619164505;39.57511656910317
3 claus Superior;36;Carrer FALCO, 18. 07470 Port De Pollença, POLLENÇA, Mallorca;;Port De Pollença;506264.316583;Apartaments turístics;Allotjaments;;POLLENÇA;0;10/06/1987;LAS VELAS I;4416289.58081;78;;BELLAUBA HOTELES Y APARTAMENTOS SL (B07998677);AT/1559;Alta;3.073276933645545;39.89665476976214
3 claus Superior;54;Passeig LONDRES, 76. 07470 Port De Pollença, POLLENÇA, Mallorca;;Port De Pollença;506678.780181;Apartaments turístics;Allotjaments;;POLLENÇA;;04/09/1987;HOBBY CLUB;4415964.57878;108;;BELLAUBA HOTELES Y APARTAMENTOS SL (B07998677);AT/1581;Alta;3.078121798783012;39.89372335052682
2 claus;21;POLLENTIA, 2. 07400 ALCÚDIA, Mallorca;;Alcúdia;510627.805794;Apartaments turístics;Allotjaments;;ALCÚDIA;;23/09/1987;CARLOS V;4411419.84367;62;;ALMARSA HOSTELERIA, SL (B57100281);AT/1584;Alta;3.1242396319425505;39.8527350674195
2 claus;11;Carrer MARQUES DE LA TORRE, 18. 07181 Palmanova, CALVIÀ, Mallorca;;Palmanova;;Apartaments turístics;Allotjaments;;CALVIÀ;;02/02/1988;NAIKA;;25;;IT GABALO SL (B07615180);AT/1597;Alta;;
3 claus;20;Plaça MATILDE WARING, 3. 07160 Peguera, CALVIÀ, Mallorca;;Peguera;452596.81177;Apartaments turístics;Allotjaments;;CALVIÀ;;02/03/1988;LOS TILOS;4376598.96573;60;;Unión Agrícola, Turística e Inmobiliaria, SLU (B07438385);AT/1598;Alta;2.448368728392882;39.53774691791763
1 clau;10;Carrer CA S´HEREU, 11. 07560 Cala Millor, SON SERVERA, Mallorca;;Cala Millor;531034.908416;Apartaments turístics;Allotjaments;;SON SERVERA;;20/04/1988;LOS ALAMOS;4385510.93259;40;;APARTAMENTOS TURÍSTICOS LAS PALMERAS, SL (B57344517);AT/1602;Alta;3.361574949732954;39.61879410251197
3 claus;20;Carretera FORMENTOR S/N, S/N. 07470 Port De Pollença, POLLENÇA, Mallorca;;Port De Pollença;507071.95846;Apartaments turístics;Allotjaments;;POLLENÇA;;28/04/1988;DAINA;4417470.48797;59;;HOTELERA POLLENSINA SA (A07071517);AT/1616;Alta;3.082737123205737;39.90728832589296
1 clau;16;Carrer CALA BLANCA, 7. 07181 Palmanova, CALVIÀ, Mallorca;;Palmanova;460362.481432;Apartaments turístics;Allotjaments;;CALVIÀ;;05/05/1988;BALEAR BEACH;4373707.2022;44;;Balear Hospitality Management Group, S.L. (B56611783);AT/1619;Alta;2.5389072191034683;39.51208513295829
1 clau;8;Carrer CIRERERS S/N, S/N. 07410 Port D´Alcúdia, ALCÚDIA, Mallorca;;Port D´Alcúdia;510074.135131;Apartaments turístics;Allotjaments;;ALCÚDIA;;24/05/1988;EDIFICIO PLAYA;4408994.64542;20;;HOMERTI, SLU (B57725764);AT/1625;Alta;3.1177298830246114;39.83089070868468
3 claus;20;Carrer CANYES, 1. 07410 Port D´Alcúdia, ALCÚDIA, Mallorca;;Port D´Alcúdia;510044.247294;Apartaments turístics;Allotjaments;;ALCÚDIA;;07/07/1988;SES DALIES;4408875.01858;40;;APARTAMENTS SES DALIES,SL (B07107402);AT/1631;Alta;3.1173787695058786;39.829813218963004
2 claus;12;CONTRALMIRALL RIERA ALEMANY, S/N. 07182 Magaluf, CALVIÀ, Mallorca;;Magaluf;459854.24155;Apartaments turístics;Allotjaments;;CALVIÀ;;08/07/1988;NEIGHBORS APARTAMENTS;4372973.19552;36;;NAGOCHOGALPA,SL (B57998940);AT/1633;Alta;2.53303945363324;39.5054479380239
3 claus;30;Carrer COCONAR, 59. 07590 Cala Rajada, CAPDEPERA, Mallorca;;Cala Rajada;539416.41952;Apartaments turístics;Allotjaments;;CAPDEPERA;;19/07/1988;FLACALCO II;4395829.55427;75;;FLACALCO SL (B07661069);AT/1635;Alta;3.459837694366632;39.71142029804171
1 clau;10;FLOR, 1. 07560 Son Moro Bonavista, SANT LLORENÇ DES CARDASSAR, Mallorca;;Son Moro Bonavista;532935.037655;Apartaments turístics;Allotjaments;;SANT LLORENÇ DES CARDASSAR;;04/08/1988;RIGO;4383440.33098;55;;APARTAMENTOS RIGO CB (E57750499);AT/1638;Alta;3.3836091481867614;39.60006654360261
2 claus;17;Carrer COSTA I LLOBERA, 1. 07181 Palmanova, CALVIÀ, Mallorca;;Palmanova;460119.586851;Apartaments turístics;Allotjaments;;CALVIÀ;;05/08/1988;PINOS MAR III;4374766.28663;85;;MIGUEL BARCELO PUIGSERVER;AT/1640;Alta;2.5360182950142227;39.52161651771559
3 claus;135;CAS SABONERS, 6. 07181 Palmanova, CALVIÀ, Mallorca;;Palmanova;460126.628866;Apartaments turístics;Allotjaments;;CALVIÀ;;05/08/1988;NOVA;4373916.46837;395;;AMLA EXPLOTACIONES TURISTICAS, SA (A83791558);AT/1641;Alta;2.5361511536623906;39.513959763117846
1 clau;6;Carrer MINERVA, 12. 07410 Port D´Alcúdia, ALCÚDIA, Mallorca;;Port D´Alcúdia;510587.752856;Apartaments turístics;Allotjaments;;ALCÚDIA;;16/09/1988;RANDEMAR;4409870.32575;30;;RESORTS MALLORCA HOTELS INTERNATIONAL, SL (B07993991);AT/1647;Alta;3.123746345476814;39.83877437692817
2 claus;22;CANNAS, 29. 07600 PALMA, Mallorca;;Platja De Palma;478781.547403;Apartaments turístics;Allotjaments;;PALMA;;19/10/1988;JORBAR;4373009.3726;66;;JORBAR SL (B07262538);AT/1650;Alta;2.753190919265096;39.50644969427579
2 claus;52;CARDS, 63. 07560 Coma (La), SANT LLORENÇ DES CARDASSAR, Mallorca;;Coma (La);532089.82268;Apartaments turístics;Allotjaments;;SANT LLORENÇ DES CARDASSAR;;24/10/1988;CLUB SA COMA;4381011.83652;126;;BEDS & ROOMS PINOMAR S.L. (B57851941);AT/1656;Alta;3.3736471967506105;39.57821728435168
2 claus;4;DES FORN, 45. 07669 Cala Ferrera, FELANITX, Mallorca;;Cala Ferrera;520664.767968;Apartaments turístics;Allotjaments;;FELANITX;;25/10/1988;ROTONDA;4359191.97002;21;;MARIA RIGO ADROVER;AT/1658;Alta;3.239941164252589;39.38196025525711
2 claus;24;Carrer REINA SOFIA S/N, S/N. 07410 Port D´Alcúdia, ALCÚDIA, Mallorca;;Port D´Alcúdia;509325.998338;Apartaments turístics;Allotjaments;;ALCÚDIA;;22/11/1988;Sand Beach;4408898.7792;60;;Leomar Sand Beach, SL (B02691970);AT/1664;Alta;3.1089855441052863;39.830035491474796
3 claus;102;Carrer NUÑO SANZ 20, S/N. 07180 Santa Ponça, CALVIÀ, Mallorca;;Santa Ponça;455033.870016;Apartaments turístics;Allotjaments;;CALVIÀ;;20/12/1988;VISTA CLUB;4374661.59133;284;;VISTA CLUB SL (B07122930);AT/1668;Alta;2.4768586707048876;39.52042199021953
1 clau;15;Carrer MARTIN ROS GARCIA, 10. 07181 Palmanova, CALVIÀ, Mallorca;;Palmanova;460425.251253;Apartaments turístics;Allotjaments;;CALVIÀ;;18/01/1989;KENSINGTON;4373652.98346;45;;APAJOMAR SL (B07809486);AT/1670;Alta;2.539640605913105;39.511599501013166
1 clau;7;Carrer CERVANTES, 22. 07638 Colònia De Sant Jordi, SES SALINES, Mallorca;;Colònia De Sant Jordi;499423.242079;Apartaments turístics;Allotjaments;;SES SALINES;;27/01/1989;Apartaments Lavendel;4352133.34033;11;;Apartaments Es Salobrar, C. B. (E72728389);AT/1673;Alta;2.9933092338071923;39.318603447352935
1 clau;8;Carrer FETGET, 12. 07560 Cala Millor, SON SERVERA, Mallorca;;Cala Millor;531847.021354;Apartaments turístics;Allotjaments;;SON SERVERA;;08/03/1989;FORTUNA;4387905.95388;28;;JUAN MELIS RIERA;AT/1683;Baixa temporal;3.371151647024831;39.6403438688459
2 claus;60;PAGUERA, 34. 07160 Peguera, CALVIÀ, Mallorca;;Peguera;452479.241221;Apartaments turístics;Allotjaments;;CALVIÀ;;13/03/1989;FLOR LOS ALMENDROS;4376517.30998;150;;SANS GAYA HERMANOS SL (B07614373);AT/1686;Alta;2.447006456856714;39.537004690476884
2 claus;31;PONENT S/N, S/N. 07687 Illot (L´), SANT LLORENÇ DES CARDASSAR, Mallorca;;Illot (L´);531945.1;Apartaments turístics;Allotjaments;;SANT LLORENÇ DES CARDASSAR;;17/04/1989;PLAYAMAR;4379837.95;93;;BEDS & ROOMS PLAYAMAR S.L. (B57851909);AT/1692;Alta;3.3719055886656943;39.56764564670292
1 clau;27;REIS CATOLICS, 28. 07590 Cala Rajada, CAPDEPERA, Mallorca;;Cala Rajada;539416.41952;Apartaments turístics;Allotjaments;;CAPDEPERA;;19/04/1989;LLITERAS;4395829.55427;61;;ESTEVA LLITERAS S.L. (B16500480);AT/1695;Alta;3.459837694366632;39.71142029804171
3 claus;21;Passeig SARALEGUI, 84. 07470 Port De Pollença, POLLENÇA, Mallorca;;Port De Pollença;506934.765057;Apartaments turístics;Allotjaments;;POLLENÇA;;19/04/1989;TORRE PLAYA;4417122.07562;62;;KACITOSA SL (B09683327);AT/1696;Alta;3.0811283521613424;39.904150285261494
2 claus;40;Carrer NANSES, 7. 07610 Can Pastilla, PALMA, Mallorca;;Can Pastilla;475455.358183;Apartaments turístics;Allotjaments;;PALMA;;02/05/1989;EMBAT;4376115.57789;105;;EMBAT SL (B07232481);AT/1703;Alta;2.714387115516954;39.5343493951466
3 claus;44;SON FLORIANA J-2,3,4,5, S/N. 07560 Cala Millor, SON SERVERA, Mallorca;;Cala Millor;533026.43;Apartaments turístics;Allotjaments;;SON SERVERA;;10/05/1989;BAHIA AZUL;4384727.6;92;;PROMOCIONES TURISTICAS DE CALA MILLOR, SL (B07160393);AT/1704;Alta;3.3847377965635856;39.61166159268462
2 claus;24;VICENÇ BUADES, S/N. 07470 POLLENÇA, Mallorca;;Port De Pollença;506854.454914;Apartaments turístics;Allotjaments;;POLLENÇA;;16/05/1989;MASSOL;4417653.00088;42;;LINEA TURISTICA SL (B07195761);AT/1706;Alta;3.0801943988436786;39.908934543353396
2 claus;40;Carrer CAP BLANC, s/n. 07609 -, LLUCMAJOR, Mallorca;;;478613.5999999996;Apartaments turístics;Allotjaments;;LLUCMAJOR;;23/05/1989;SUN CLUB EL DORADO;4365518.17;120;;SUN CLUB EL DORADO, S.A. (A07090806);AT/1710;Alta;2.7514776738371056;39.438945759251666
3 claus;50;PERE VAQUER RAMIS, 12;;Magaluf;;Apartaments turístics;Allotjaments;;CALVIÀ;;26/06/1989;INN;;102;;CALA LLAMP SL (B07872542);AT/1722;Alta;;
1 clau;12;BETLEM, S/N. 07579 Urbanització Betlem, ARTÀ, Mallorca;;Urbanització Betlem;527335.491849;Apartaments turístics;Allotjaments;;ARTÀ;;17/07/1989;LAS COLMENAS;4400602.83203;38;;DANIEL GABRIEL SAUNIER (X2276896B);AT/1733;Alta;3.319100581402848;39.754900536997255
2 claus;16;Carrer DALIA, 31. 07560 Cala Millor, SON SERVERA, Mallorca;;Cala Millor;532550.310175;Apartaments turístics;Allotjaments;;SON SERVERA;;18/07/1989;MALLORCA ROOMS CALA MILLOR;4383870.1054;32;;David Capdevila Sastre;AT/1734;Alta;3.3791492630287694;39.60395361561035
3 claus;72;CIRCUIT DEL LLAC, S/N. 07458 Platja De Muro, MURO, Mallorca;;Platja De Muro;509402.415899;Apartaments turístics;Allotjaments;;MURO;;18/07/1989;LAGOTEL CLUB;4407058.03066;216;;LAGOTEL SA (A07035256);AT/1736;Alta;3.109852161695969;39.81344938671438
2 claus;18;Carrer VERGE DEL CARME, 88. 07659 Cala Figuera, SANTANYÍ, Mallorca;;Cala Figuera;514809.462148;Apartaments turístics;Allotjaments;;SANTANYÍ;;11/09/1989;CALA FIGUERA;4353448.34667;72;;HOTEL VILLA SIRENA I APARTAMENTS, SL (B16620791);AT/1738;Alta;3.1718280027310386;39.33032614837581
3 claus;72;Carrer TORRENOVA, 34. 07181 Palmanova, CALVIÀ, Mallorca;;Palmanova;460654.125919;Apartaments turístics;Allotjaments;;CALVIÀ;;11/09/1989;SOTAVENTO;4373426.23476;144;;INVERSIONES REUNIDAS DE BALEARES, SLU (B16630642);AT/1740;Alta;2.542316351107832;39.50956694431508
3 claus;20;Avinguda SON BAULO -URB.SON BAULO, 5. 07458 Can Picafort, SANTA MARGALIDA, Mallorca;;Can Picafort;514075.749795;Apartaments turístics;Allotjaments;;SANTA MARGALIDA;;14/09/1989;BAULO MAR;4401044.66118;59;;SONAPARTUR SL (B07856636);AT/1742;Alta;3.1643234607976836;39.75920379600092
2 claus;31;EUCALIPTO S/N, S/N. 07160 Peguera, CALVIÀ, Mallorca;;Peguera;452500.597826;Apartaments turístics;Allotjaments;;CALVIÀ;;11/09/1989;S´OLIVERA;4376763.41542;62;;LIDAL SL (B07098841);AT/1743;Alta;2.4472373818097153;39.539223307578794
3 claus;51;Avinguda ALBUFERA, S/N. 07458 Platja De Muro, MURO, Mallorca;;Platja De Muro;510005.57416;Apartaments turístics;Allotjaments;;MURO;;11/09/1989;IBEROSTAR PLAYA DE MURO II;4406358.31409;141;;ARENES DE MURO 2004 SL (B57251746);AT/1744;Alta;3.116888408026562;39.80713799909816
3 claus;94;DEL GOLF, 4. 07180 Santa Ponça, CALVIÀ, Mallorca;;Santa Ponça;455685.195692;Apartaments turístics;Allotjaments;;CALVIÀ;;11/09/1989;PLAZAMAR;4373798.02739;194;;ALBA D´OR SL (B07771033);AT/1746;Alta;2.484493498728753;39.512674966805335
2 claus;16;TEMPORAL, 49. 07469 Cala Sant Vicenç, POLLENÇA, Mallorca;;Cala Sant Vicenç;504716.9642385;Apartaments turístics;Allotjaments;;POLLENÇA;;11/10/1989;PINOS ALTOS;4418798.85563;53;;PORTVIL, SLU (B07620305);AT/1748;Alta;3.055194907126409;39.91927321486909
3 claus Superior;24;FAR, 24. 07470 POLLENÇA, Mallorca;;Port De Pollença;508090.253656;Apartaments turístics;Allotjaments;;POLLENÇA;;11/10/1989;ILLA D´OR CLUB;4417812.60826;69;;ILLA D´OR SA (A07024896);AT/1749;Alta;3.0946547151146766;39.9103616950976
1 clau;11;URBANITZACIO PUNTA GROSSA. SES PERTIONS, 7. 07660 Cala D´Or, SANTANYÍ, Mallorca;;Cala D´Or;520195.359546;Apartaments turístics;Allotjaments;;SANTANYÍ;;11/10/1989;DON FELIPE;4358509.82078;26;;EXPLOTACIONES BADIOLA LLABRES SL (B07782394);AT/1750;Alta;3.2344702843099915;39.375824728304316
3 claus;31;Carrer PERAL, 3. 07160 Peguera, CALVIÀ, Mallorca;;Peguera;452576.459075;Apartaments turístics;Allotjaments;;CALVIÀ;;11/10/1989;APARTAMENTOS VALENTÍN PAGUERA;4376809.26222;93;;HOTELERA SAN VALENTIN SA (A07019227);AT/1760;Alta;2.448116888452373;39.539640586605344
2 claus;22;Carrer PERE MELIA, 11. 07470 Port De Pollença, POLLENÇA, Mallorca;;Port De Pollença;507517.963601;Apartaments turístics;Allotjaments;;POLLENÇA;;30/10/1989;LLEVANT;4417702.94131;44;;Blanco & Ferra Asociados 2014, SL (B57839029);AT/1762;Alta;3.0879577540581464;39.909378875246
3 claus;143;CAS SABONERS, 8. 07181 Palmanova, CALVIÀ, Mallorca;;Palmanova;460085.880609;Apartaments turístics;Allotjaments;;CALVIÀ;;30/11/1989;SOL LUNAMAR;4373981.17249;291;;LUMOSA SA (A07207848);AT/1765;Alta;2.5356732606381613;39.514540872019055
3 claus;16;VIA MELESIGENY, 14. 07589 Canyamel, CAPDEPERA, Mallorca;;Canyamel;536639.913567;Apartaments turístics;Allotjaments;;CAPDEPERA;;14/11/1989;SINFONY;4394218.80233;32;;LAGO SL (B07010317);AT/1769;Alta;3.4273579135649506;39.69703116581444
4 claus;14;MALGRAT, 9. 07160 Peguera, CALVIÀ, Mallorca;;Peguera;452696.119887;Apartaments turístics;Allotjaments;;CALVIÀ;;30/11/1989;NILO AZUL;4376794.22312;37;;GRUPOTEL DOS SA (A07919087);AT/1771;Alta;2.4495104301602484;39.53951168583943
1 clau;9;Via DE LES COVES, 21. 07589 Canyamel, CAPDEPERA, Mallorca;;Canyamel;536639.913567;Apartaments turístics;Allotjaments;;CAPDEPERA;;03/01/1989;LA CABAÑA;4394218.80233;31;;CATALINA MARTORELL COLOM;AT/1773;Alta;3.4273579135649506;39.69703116581444
3 claus;12;URBANITZACIO CAN BOTANA, S/N. 07469 Cala Sant Vicenç, POLLENÇA, Mallorca;;Cala Sant Vicenç;504784.033865;Apartaments turístics;Allotjaments;;POLLENÇA;;21/11/1989;CAN BOTANA;4418721.46825;46;;CDA PROP EDF CA´N BOTANA-CALA SAN VICENTE DE POLLENÇA (H57122541);AT/1776;Alta;3.0559791450362095;39.91857558416053
1 clau;66;DE LA SAVINA, SN. 07687 L´Illot-Cala Morlanda, MANACOR, Mallorca;;L´Illot-Cala Morlanda;531914.672736;Apartaments turístics;Allotjaments;;MANACOR;;30/11/1989;ARCOS PLAYA;4379556.96952;201;;S´ILLOT PLATJA, SA (A07190093);AT/1783;Alta;3.3715378492783;39.56511506460422
2 claus;9;MARTIN ROS GARCIA, 16. 07182 Palmanova, CALVIÀ, Mallorca;;Palmanova;460481.876843;Apartaments turístics;Allotjaments;;CALVIÀ;;28/11/1989;NIGHTLIFE APARTAMENTS;4373502.18771;33;;MALLORCA LEISURE SL (B07670904);AT/1784;Alta;2.5403082459997877;39.51024339642793
3 claus;22;DIAGONAL 9. SON BAULO, S/N. 07458 Can Picafort, SANTA MARGALIDA, Mallorca;;Can Picafort;514107.0074875;Apartaments turístics;Allotjaments;;SANTA MARGALIDA;;12/12/1989;JANEIRO;4401077.12614;44;;HOTELES FERRER SL (B07156458);AT/1787;Alta;3.164689065432325;39.759495792687964
2 claus;41;ARIEL, 3. 07660 Cala D´Or, SANTANYÍ, Mallorca;;Cala D´Or;519817.294027;Apartaments turístics;Allotjaments;;SANTANYÍ;;30/11/1989;PINS D´OR;4358485.84731;103;;HOTELERA LLAHO SL (B07063134);AT/1788;Alta;3.230080227592677;39.37561747195265
2 claus;169;Camí DE LA MAR, 2. 07687 L´Illot-Cala Morlanda, MANACOR, Mallorca;;L´Illot-Cala Morlanda;;Apartaments turístics;Allotjaments;;MANACOR;;15/12/1989;Playa Moreia;;385;;NEGOCIOS TURISTICOS, S.L. (B07103286);AT/1789;Alta;;
