Categoria;Unitats;Direcció;Hotel de ciutat;Localitat;UTM (X);Grup;Subgrup;Memoria descriptiva;Municipi;Superfície;Inici d'activitat;Denominació comercial;UTM(Y);Places;Excepcions ratio turístic;Explotador/s;Signatura;Estat;longitude;latitude
4 estrelles;24;Carrer MIGUEL CAPLLOCH, 16. 07470 Port De Pollença, POLLENÇA, Mallorca;;Port De Pollença;;Hotel;Allotjaments;;POLLENÇA;;01/01/1964;Hotel Cultural Boutique Hoposa;;45;;HOTELERA POLLENSINA SA (A07071517);H/660;Alta;;
4 estrelles;20;Carrer ILLA DE MALTA, 14. 07007 Ciutat Jardí, PALMA, Mallorca;;Ciutat Jardí;473437.417464;Hotel;Allotjaments;;PALMA;;01/01/1921;CIUTAT JARDI;4378120.12712;38;;ART I TURISME SL (B07821648);H/670;Alta;2.6908255903222216;39.552351084028665
1 estrella;12;Carrer ANTONI LLABRÉS MORELL, 2. 07610 Can Pastilla, PALMA, Mallorca;;Can Pastilla;475328.289968;Hostal;Allotjaments;;PALMA;;01/01/1963;MALLORCA ROOMS;4376697.70254;17;;David Capdevila Sastre;H/671;Alta;2.712886899873618;39.53959093481588
4 estrelles;15;Carrer SANT MAGI, 1. 07013 PALMA, Mallorca;Sí;Palma;469001.78187;Hotel;Allotjaments;;PALMA;;01/10/1987;HOTEL HOSTALCUBA;4380117.2609;30;;PLANELLA FERRER, SL (B57784423);H/677;Alta;2.6391047762531263;39.570197073792485
2 estrelles;29;BELLAMAR, 16. 07610 Can Pastilla, PALMA, Mallorca;;Can Pastilla;475629.279596;Hotel;Allotjaments;;PALMA;;21/06/1961;BARI;4376242.42053;53;;HOTEL BARI C.B (E16501611);H/678;Alta;2.716406272340061;39.53549725513506
4 estrelles;98;Carrer MARBELLA, 26. 07610 Platja De Palma, PALMA, Mallorca;;Platja De Palma;477184.438815;Hotel;Allotjaments;;PALMA;0;21/07/1962;RIVIERA PLAYA;4375261.7325;190;Disposició Transitòria Decret Llei 3/2014, de 5 de desembre;ALLTOURS ESPAÑA SL (B35379841);H/687;Alta;2.734536593084759;39.5267035700386
2 estrelles;199;Carrer VISTA ALEGRE, 1. PALMA, Mallorca;;Palma;467481.104227;Hotel;Allotjaments;;PALMA;;01/01/1966;HORIZONTE;4378484.7424;380;;HOTEL AMIC HORIZONTE SA (A07962079);H/688;Alta;2.621480690882809;39.55543128683458
2 estrelles;8;DEN RITO, 12, S/N. 07660 Cala D´Or, SANTANYÍ, Mallorca;;Cala D´Or;519550.257753;Hotel;Allotjaments;;SANTANYÍ;550;01/01/1969;FOWLERS HOTEL;4357849.69788;16;Regularització de places;Alexander Fowler (X0550895E);H/692;Alta;3.2269613806851516;39.369891403631165
3 estrelles;154;Carrer GRAN I GENERAL CONSELL, 47. 07620 Arenal (L´), LLUCMAJOR, Mallorca;;Arenal (L´);478888.453526;Hotel;Allotjaments;;LLUCMAJOR;;01/01/1961;KILIMANJARO;4372328.12263;285;;KILIMANJARO SL (B07174089);H/694;Alta;2.7544560229538697;39.50031392914975
4 estrelles;247;Carrer TIT LIVI, 14. 07610 Can Pastilla, PALMA, Mallorca;;Can Pastilla;475650.350913;Hotel;Allotjaments;;PALMA;0;01/01/1961;LAS ARENAS;4376190.27559;478;Disposició transitòria primera de la Llei 6/2017 de 31 de juliol;NOUS PROJECTES I CALCULS, SL (B57493991);H/7;Alta;2.716653379381965;39.5350280054734
4 estrelles;78;JAUME III, 9. 07012 PALMA, Mallorca;;Palma;469538.754955;Hotel;Allotjaments;;PALMA;;01/01/1961;ALMUDAINA;4380298.84677;144;;HOTELERA BALEAR SA (A07008279);H/703;Alta;2.645348009280168;39.57185246225907
3 estrelles;190;Carrer HORACIO, 5. 07610 Can Pastilla, PALMA, Mallorca;;Can Pastilla;475585.20243;Hotel;Allotjaments;;PALMA;;01/07/1962;ILUSION CALMA;4376324.22606;361;;ILUSION HOTELS ILLES, SL (B57960163);H/704;Alta;2.7158903625836475;39.536233104413796
4 estrelles;109;Passeig MARITIM, 10. 07014 PALMA, Mallorca;Sí;Palma;468352.332281;Hotel;Allotjaments;;PALMA;0;01/01/1953;MIRADOR;4379932.61085;219;Excepció article 5.5 llei 8/2012, hotel de ciutat;MIRADOR, S.A. (A07008550);H/714;Alta;2.6315525430157582;39.56850959760866
1 estrella;19;Plaça MEDITERRRANI, 8. 07014 PALMA, Mallorca;;Palma;467880.251961;Hostal residència;Allotjaments;;PALMA;;01/01/1931;TERRAMAR;4379156.09535;33;;PAUL GALLE (X2240875P);H/715;Alta;2.6260941913567777;39.56149541513863
3 estrelles;75;Carrer VIA ALEMANYA, 1. 07458 Can Picafort, SANTA MARGALIDA, Mallorca;;Can Picafort;512962.806353;Hotel;Allotjaments;;SANTA MARGALIDA;;05/06/1962;HORITZO;4401858.240515;142;;LINDA MAR SL (B07452725);H/724;Alta;3.151346800891174;39.76655192685486
3 estrelles;195;Carrer BARTOMEU CALAFELL, 13. 07600 Arenal (L´), PALMA, Mallorca;;Arenal (L´);478828.31545;Hotel;Allotjaments;;PALMA;;15/05/1962;RIUTORT;4373168.53661;370;;EXPLOTACIONES RIUBI SL (B07026776);H/727;Alta;2.7537298493368088;39.50788499302421
3 estrelles;54;Avinguda BARTOMEU RIUTORT, 18. 07610 Can Pastilla, PALMA, Mallorca;;Can Pastilla;475703.768361;Hotel;Allotjaments;;PALMA;;01/01/1962;BALEAR;4376345.48994;110;;Mayol Amengual de Can Pastilla SL (B16672867);H/74;Alta;2.7172692952175055;39.53642806482175
4 estrelles Superior;93;Passeig D´ ILLETAS, 30. 07181 Cas Català-Illetes, CALVIÀ, Mallorca;;Cas Català-Illetes;464996.676983;Hotel;Allotjaments;;CALVIÀ;;01/06/1953;BONSOL;4376837.69944;182;;HOTEL BONSOL SA (A07118367);H/742;Alta;2.5926494544755094;39.540493193872024
4 estrelles;101;Carrer FONT I MONTEROS, 23. 07003 PALMA, Mallorca;Sí;Palma;469956.720696;Hotel;Allotjaments;;PALMA;;01/01/1962;INNSIDE PALMA CENTER;4380911.03396;202;;HOTELES MALLORQUINES UNIDOS, SA (A07070667);H/759;Alta;2.6501864615777895;39.57738319912904
3 estrelles;81;GALATZO, 3. 07160 Peguera, CALVIÀ, Mallorca;;Peguera;;Hotel;Allotjaments;;CALVIÀ;;30/06/1961;TORA;;161;;PAPEC SA (A07046089);H/766;Alta;;
4 estrelles;93;Carrer DINA MOORE, 6. 07015 Marivent, PALMA, Mallorca;;Marivent;466586.321209;Hotel;Allotjaments;;PALMA;;01/08/1962;EUROSTARS MARIVENT;4378162.68706;176;;PRO EIRENES, SLU (B65204901);H/769;Alta;2.6110818602910215;39.552495088953144
1 estrella;9;Carretera DEL PORT DE SOLLER, 44. 07108 Port (El), SÓLLER, Mallorca;;Port (El);474848.879044;Hostal;Allotjaments;;SÓLLER;0;22/04/1955;Sol Port Sóller;4402819.2752;18;;BRONDO 4 LIFESTYLE MALLORCA, SL (B57747131);H/770;Alta;2.706313490267097;39.77493809961247
4 estrelles;108;ING. ANTONIO GARAU, 7. 07559 Cala Bona, SON SERVERA, Mallorca;;Cala Bona;;Hotel;Allotjaments;;SON SERVERA;;21/09/1954;CALA BONA;;215;;CALA BONA SA (A07033673);H/771;Alta;;
4 estrelles;242;PINS, 26. 07610 Can Pastilla, PALMA, Mallorca;;Can Pastilla;475289.293137;Hotel;Allotjaments;;PALMA;;01/01/1962;JS PALMA STAY;4376284.65095;464;;INDUSTRIAS HOTELERAS CORA SA (A07046030);H/776;Alta;2.7124484428351723;39.535868049226806
4 estrelles;149;Carrer BELLAMAR, 7. 07610 Can Pastilla, PALMA, Mallorca;;Can Pastilla;;Hotel;Allotjaments;;PALMA;0;12/06/1956;HM ALMA BEACH;;290;Disposició Transitòria Decret Llei 3/2014, de 5 de desembre;INVESTMENTS & WHOLE SERVICES, SL (B57701898);H/780;Alta;;
3 estrelles;177;Carretera MILITAR, 247. 07600 Platja De Palma, PALMA, Mallorca;;Platja De Palma;478881.417634;Hotel;Allotjaments;;PALMA;;01/01/1963;RIO BAY;4373110.58276;330;;MLL BEST HOTELS MANAGEMENTS, S.L.U. (B07734171);H/782;Alta;2.7543493701188027;39.50736410738281
4 estrelles;138;D´ ILLETES, 23. 07181 Cas Català-Illetes, CALVIÀ, Mallorca;;Cas Català-Illetes;465041.090218;Hotel;Allotjaments;;CALVIÀ;;06/07/1965;RIU BONANZA PARK;4376851.64766;263;;OLIVIA HOTELS SA (A58768151);H/789;Alta;2.59316556670955;39.54062068152461
3 estrelles;86;REI SANCHO, 6. 07180 Santa Ponça, CALVIÀ, Mallorca;;Santa Ponça;455516.084044;Hotel;Allotjaments;;CALVIÀ;;01/08/1958;CASABLANCA;4373862.1223;165;;Balaguerholidays, S.L. (B56626153);H/791;Alta;2.482522042596149;39.513243734821486
3 estrelles;68;PAGUERA, 36. 07160 Peguera, CALVIÀ, Mallorca;;Peguera;452501.296945;Hotel;Allotjaments;;CALVIÀ;;01/06/1968;FLOR LOS ALMENDROS;4376517.74658;120;;SANS GAYA HERMANOS SL (B07614373);H/793;Alta;2.447263074341108;39.53700984499634
1 estrella;39;PALMA-ANDRATX, KM.6, S/N. 07181 Cas Català-Illetes, CALVIÀ, Mallorca;;Cas Català-Illetes;464923.423423;Hotel;Allotjaments;;CALVIÀ;;08/08/1955;ZHERO;4377171.09103;75;;EAST WEST BALEARES, SL (B57627135);H/794;Alta;2.591779389113602;39.543494157152026
3 estrelles;68;BINICANELLA, 2. 07560 Cala Millor, SON SERVERA, Mallorca;;Cala Millor;533087.189713;Hotel;Allotjaments;;SON SERVERA;;01/01/1961;VORAMAR;4383642.43677;129;;HOTEL VORAMAR SL (B07071574);H/797;Alta;3.385391386930413;39.601881696938904
4 estrelles;58;MARITIMO, 4. 07559 Cala Bona, SON SERVERA, Mallorca;;Cala Bona;533156.596648;Hotel;Allotjaments;;SON SERVERA;;19/07/1962;GRAN SOL;4383794.34929;109;;SON LLUC SA (A07086515);H/798;Alta;3.3862074074443265;39.60324777740828
4 estrelles;116;Passeig DE LONDRES, S/N. 07470 Port De Pollença, POLLENÇA, Mallorca;;Port De Pollença;506745.531807;Hotel;Allotjaments;;POLLENÇA;;01/01/1953;UYAL;4416428.80079;219;;HOTEL CALA EN BLANES SA (A07269046);H/805;Alta;3.07890738938224;39.89790544220827
4 estrelles;24;Carrer SA COSTA DELS ETICS, S/N. 07659 Cala Santanyí, SANTANYÍ, Mallorca;;Cala Santanyí;512636.21;Hotel;Allotjaments;;SANTANYÍ;;01/01/1969;CALA SANTANYI;4353486.64;46;;APARTAMENTOS CALA SANTANYI SA (A07070956);H/808;Alta;3.146613470412924;39.33070569278587
1 estrella;9;SA COVA DES DRAC, S/N, S/N. 07659 Cala Santanyí, SANTANYÍ, Mallorca;;Cala Santanyí;512643.671446;Hostal;Allotjaments;;SANTANYÍ;;14/08/1962;HOSTAL PLAYA CALA SANTANYÍ;4353500.02764;21;;HOSTAL PLAYA CB (E07093065);H/811;Alta;3.146700294731968;39.33082621725635
4 estrelles;165;LLAÜT, 24. 07600 PALMA, Mallorca;;Platja De Palma;478123.460382;Hotel;Allotjaments;;PALMA;;04/05/1974;RIU SAN FRANCISCO;4374177.12124;314;;RIUSA II SA (A07632474);H/814;Alta;2.745497856762464;39.516955161613815
3 estrelles;121;Carrer TEMPORAL, S/N, S/N. 07469 Cala Sant Vicenç, POLLENÇA, Mallorca;;Cala Sant Vicenç;504536.716579;Hotel;Allotjaments;;POLLENÇA;;01/01/1960;GLOBALES SIMAR;4418611.03213;233;;AMLA EXPLOTACIONES TURISTICAS, SA (A83791558);H/818;Alta;3.0530844581898933;39.91758192373865
4 estrelles;90;Camí DEL FAR, 5. 07108 Port (El), SÓLLER, Mallorca;;Port (El);;Hotel;Allotjaments;;SÓLLER;;01/01/1952;PURE SALT PORT DE SOLLER;;162;;;H/820;Alta;;
4 estrelles;93;Passeig DEL MAR, 14. 07181 Palmanova, CALVIÀ, Mallorca;;Palmanova;460389.054062;Hotel;Allotjaments;;CALVIÀ;;01/05/1959;FERGUS STYLE PALMANOVA;4375053.80907;177;;FERGUSMED S.L. (B57813602);H/823;Alta;2.5391361457427477;39.52421963792449
4 estrelles;126;GABRIEL ROCA, 7. 07014 PALMA, Mallorca;;Palma;468400.026153;Hotel;Allotjaments;;PALMA;;17/10/1955;COSTA AZUL;4379951.37619;253;;HOTEL COSTA AZUL SA (A07011216);H/827;Alta;2.632106898753928;39.56868043776452
3 estrelles;54;GAVIOTAS, 6. 07160 Peguera, CALVIÀ, Mallorca;;Peguera;453275.573312;Hotel;Allotjaments;;CALVIÀ;;08/05/1962;MORLANS GARDEN;4376537.94544;101;;MIMAGO SL (B07622368);H/831;Alta;2.4562714352457085;39.53723433352151
3 estrelles;51;ROSAL, 8. 07160 Peguera, CALVIÀ, Mallorca;;Peguera;452529.139004;Hotel;Allotjaments;;CALVIÀ;;01/01/1963;VENECIA;4376620.73031;95;;NEP SL (B07678527);H/834;Alta;2.447579699708298;39.5379392792001
4 estrelles;130;Carrer MARTIN ROS GARCIA, 16. 07182 Magaluf, CALVIÀ, Mallorca;;Magaluf;460481.876843;Hotel;Allotjaments;;CALVIÀ;;08/04/1963;FLAMBOYAN;4373502.18771;249;;HOTEL FLAMBOYAN S.L (B10522001);H/835;Alta;2.5403082459997877;39.51024339642793
4 estrelles Superior;187;Passeig MALLORCA, 6. 07012 PALMA, Mallorca;;Palma;469275.767209;Hotel;Allotjaments;;PALMA;;08/05/1962;SARATOGA;4380294.55292;348;;Vicobo SA (A07008519);H/837;Alta;2.6422863690978584;39.57180438912973
2 estrelles;10;Carrer SANT MIQUEL, 77. 07002 PALMA, Mallorca;;Palma;470126.865477;Hostal residència;Allotjaments;;PALMA;;09/06/1960;REGINA;4380838.33549;20;;SHOPING Y LAPICES 2014 SL (B57891566);H/84;Alta;2.6521708080685493;39.57673411102745
2 estrelles;36;Carrer LA ROMANA, 3. 07160 Peguera, CALVIÀ, Mallorca;;Peguera;;Hotel;Allotjaments;;CALVIÀ;;11/08/1962;LA CONCHA SOUL;;71;;Solid Bond in Your Heart, SL (B67640938);H/847;Alta;;
4 estrelles;128;ILLETAS, 15. -, -;;Cas Català-Illetes;465172.210476;Hotel;Allotjaments;;CALVIÀ;;15/02/1963;BARCELO ILLETAS ALBATROS;4377077.11174;236;;BARCELO ARRENDAMIENTOS TURISTICOS, SL (B57022055);H/856;Alta;2.5946796263761267;39.54265750906625
4 estrelles;195;GAVINA, 9. 07015 Cala Major, PALMA, Mallorca;;Cala Major;466169.270596;Hotel;Allotjaments;;PALMA;;01/04/1963;BE LIVE ADULTS ONLY MARIVENT;4378202.23182;371;;BE LIVE HOTELS, SLU (B38674792);H/858;Alta;2.60622569692392;39.55283505433296
4 estrelles;202;Passeig MARITIM, 6. 07559 Cala Bona, SON SERVERA, Mallorca;;Cala Bona;533552.909295;Hotel;Allotjaments;;SON SERVERA;;01/01/1963;LEVANTE;4384796.51141;392;;SON LLUC SA (A07086515);H/859;Alta;3.390874318487053;39.612262026672944
3 estrelles;50;ENGINYER GABRIEL ROCA, 2. 07470 POLLENÇA, Mallorca;;Port De Pollença;507072.341106;Hotel;Allotjaments;;POLLENÇA;;25/03/1981;EOLO;4417360.10874;90;;MIRQUESSON, SL (B57463440);H/86;Alta;3.082740403526031;39.906293812587634
4 estrelles;74;Carrer TRAFALGAR, 24. 07007 Ciutat Jardí, PALMA, Mallorca;;Ciutat Jardí;473527.070515;Hotel;Allotjaments;;PALMA;;01/01/1965;PORTOFINO;4378033.16389;132;;QUINTO SENTIDO HOTELES & RESORTS, SLU (B93611309);H/875;Alta;2.6918725564978696;39.55157028423941
3 estrelles;133;Carrer NEREIDES, 2. 07590 Cala Rajada, CAPDEPERA, Mallorca;;Cala Rajada;539416.41952;Hotel;Allotjaments;;CAPDEPERA;;01/01/1963;CLUMBA;4395829.55427;246;;S´ENTRADOR, SL (B07580897);H/876;Alta;3.459837694366632;39.71142029804171
1 estrella;9;Carrer JOSEP VILLALONGA, 22. 07014 PALMA, Mallorca;;Palma;467722.387607;Hostal residència;Allotjaments;;PALMA;;01/03/1953;CORONA;4379447.74847;16;;CRISTOBAL NAVARRO AMATE;H/88;Baixa temporal;2.624242348642121;39.564117367534784
3 estrelles;83;EUROPA, 27. 07688 Cala Murada, MANACOR, Mallorca;;Cala Murada;522925.472206;Hotel;Allotjaments;;MANACOR;;01/01/1963;CALA MURADA;4367300.15234;154;;CRIMON SA (A07069958);H/880;Alta;3.2664682485920196;39.45496284159901
4 estrelles;118;Carrer GRUA, 5. 07610 Platja De Palma, PALMA, Mallorca;;Platja De Palma;;Hotel;Allotjaments;;PALMA;0;01/01/1964;SANT JORDI;;236;;HOTEL SAN JORDI PALMA SL (B07612005);H/882;Alta;;
4 estrelles;216;Carrer VAIXELL, 2. 07610 Platja De Palma, PALMA, Mallorca;;Platja De Palma;476101.494069;Hotel;Allotjaments;;PALMA;0;01/01/1963;THB EL CID;4376147.36234;414;;SES FONTANELLES SA (A07020753);H/888;Alta;2.7219046267086022;39.534654016973306
4 estrelles;118;CALDENTEY,15, S/N. 07015 Portals Nous, CALVIÀ, Mallorca;;Portals Nous;463763.283531;Hotel;Allotjaments;;CALVIÀ;;14/06/1963;MAR DE PORTALS;4376332.92283;217;;EXPLOTACIONES PORTALS NOUS SL (B07988587);H/890;Alta;2.5783237404022135;39.535893829482326
4 estrelles;91;Carrer CALA CONILLS, 4. 07159 Sant Elm, ANDRATX, Mallorca;;Sant Elm;444552.0;Hotel;Allotjaments;;ANDRATX;0;01/06/1963;UNIVERSAL HOTEL AQUAMARIN;4381051.27;184;;COMPAÑIA HISPANO SUIZA DE TURISMO SA (A07009798);H/892;Alta;2.354384562670094;39.57737986149215
1 estrella;21;Carrer VI, 8 pis 1. 07012 PALMA, Mallorca;;Palma;469432.125337;Hostal residència;Allotjaments;;PALMA;;15/02/1963;PONS;4380145.68185;30;;Victòria Aledo Valdés;H/894;Alta;2.6441136281821063;39.57046860573328
3 estrelles Superior;227;Avinguda VIOLETES, 101. 07680 Estany D´En Mas (L´), MANACOR, Mallorca;;Estany D´En Mas (L´);526125.749154;Hotel;Allotjaments;;MANACOR;57606;23/07/1963;CLUB MARMARA DEL MAR;4374292.11234;454;;BUILDIBERICA HOTELES, SL (B57568354);H/897;Alta;3.303939514188416;39.51787255465269
4 estrelles;97;TRITO S/N, S/N. 07590 Cala Rajada, CAPDEPERA, Mallorca;;Cala Rajada;539416.41952;Hotel;Allotjaments;;CAPDEPERA;;01/01/1963;LAGO PLAYA;4395829.55427;191;;ALLTOURS ESPAÑA SL (B35379841);H/899;Alta;3.459837694366632;39.71142029804171
4 estrelles;56;SAN ANTONIO DE LA PLATJA, 41. 07610 Can Pastilla, PALMA, Mallorca;;Can Pastilla;475423.349704;Hotel;Allotjaments;;PALMA;;01/01/1964;BQ AGUAMARINA BOUTIQUE HOTEL;4376147.40181;116;;SIDEHOTELES SL (B57512642);H/902;Alta;2.714013477711404;39.53463522612936
4 estrelles Superior;106;Carrer MISSIO DE SAN DIEGO, 2. 07600 Platja De Palma, PALMA, Mallorca;;Platja De Palma;478188.059792;Hotel;Allotjaments;;PALMA;;01/01/1964;MYSEAHOUSE FLAMINGO;4374015.64407;202;;FLAMINGO HOTEL, SL (B07008527);H/904;Alta;2.746254664949242;39.51550181955788
4 estrelles;142;Arenal, 60. -, -;;Platja De Palma;;Hotel;Allotjaments;;PALMA;;01/01/1963;AYA;;266;;HOTEL AYA SA (A07020118);H/908;Alta;;
4 estrelles;127;CALA AGULLA, S/N;;Cala Rajada;;Hotel;Allotjaments;;CAPDEPERA;;19/05/1963;REGANA;;236;;SEC SL (B07123920);H/909;Alta;;
3 estrelles;126;Carrer XABEC, 5. 07610 Can Pastilla, PALMA, Mallorca;;Can Pastilla;475879.839866;Hotel;Allotjaments;;PALMA;;01/01/1963;GALA;4376326.53507;234;;GALA TRIANON SA (A07172414);H/912;Alta;2.719318871086866;39.536262238974686
4 estrelles;67;Carrer ATILIO BOVERI, 2. 07470 Port De Pollença, POLLENÇA, Mallorca;;Port De Pollença;507093.179581;Hotel;Allotjaments;;POLLENÇA;;01/01/1963;DAINA;4417446.99128;129;;HOTELERA POLLENSINA SA (A07071517);H/916;Alta;3.082985140270024;39.90707644477109
4 estrelles;259;Avinguda CALA AGULLA, 121. 07590 Cala Rajada, CAPDEPERA, Mallorca;;Cala Rajada;536639.913567;Hotel;Allotjaments;;CAPDEPERA;0;01/01/1963;BELLA PLAYA & SPA;4394218.80233;505;;HOTELES Y APARTAMENTOS SA (A07010119);H/917;Alta;3.4273579135649506;39.69703116581444
4 estrelles;192;DELS PINS, 61. 07590 Cala Rajada, CAPDEPERA, Mallorca;;Cala Rajada;538900.351125;Hotel;Allotjaments;;CAPDEPERA;;15/12/1970;AGUAIT;4394426.75543;357;;MURO VERT SL (B07633621);H/918;Alta;3.453734552042657;39.698804797172926
2 estrelles;65;RAMON MUNTANER, 30. 07003 PALMA, Mallorca;;Palma;469989.326276;Hotel;Allotjaments;;PALMA;;01/01/1966;ABELUX;4381404.97172;124;;HOTEL ABELUX, SL (B57507055);H/921;Alta;2.6505437533594587;39.58183486359767
4 estrelles;88;Carrer VAQUER, 16. 07181 Portals Nous, CALVIÀ, Mallorca;;Portals Nous;463563.63286;Hotel;Allotjaments;;CALVIÀ;0;01/01/1963;Hotel Exe Portals Nous;4376342.08646;163;;Hotel Dasten Portals, SL (B56145634);H/926;Alta;2.5760000201130815;39.53596794532962
2 estrelles;17;ISAAC PERAL, 63. 07157 ANDRATX, Mallorca;;Port D´Andratx;447375.371814;Hostal residència;Allotjaments;;ANDRATX;;01/01/1953;CATALINA VERA;4377217.97962;28;;SUAU VERA , S.L. (B57954992);H/934;Alta;2.38756086845204;39.54302000825145
3 estrelles;33;Carrer GASPAR RULLAN GARCIAS, 24. 07600 Platja De Palma, PALMA, Mallorca;;Platja De Palma;478913.97159;Hotel;Allotjaments;;PALMA;;01/01/1963;Anex Teide;4373232.3262;53;;HOTELES ORME SL (B57923211);H/935;Alta;2.754724176692752;39.50846187444036
4 estrelles;76;REGANA, 5. 07590 Cala Rajada, CAPDEPERA, Mallorca;;Cala Rajada;539630.133683;Hotel;Allotjaments;;CAPDEPERA;;01/01/1963;MAR AZUL;4396650.84512;144;;S´ENTRADOR, SL (B07580897);H/945;Alta;3.4623802446303076;39.718810188984904
4 estrelles;205;EUCALIPTUS, 15;;Peguera;;Hotel;Allotjaments;;CALVIÀ;;14/06/1963;BQ BULEVAR PEGUERA;;383;;SIDEHOTELES SL (B57512642);H/946;Alta;;
5 estrelles;37;CERDA I MARROIG.PLAYA MOLINS, S/N. 07469 Cala Sant Vicenç, POLLENÇA, Mallorca;;Cala Sant Vicenç;;Hotel;Allotjaments;;POLLENÇA;0;03/08/1963;EL VICENÇ DE LA MAR;;72;;Mediterranean Cala San Vicente, SL (B57926040);H/953;Alta;;
3 estrelles;267;PLATJA DE CALA ESTANY S/N, S´ESTANY D´EN MAS, S/N. 07680 Estany D´En Mas (L´), MANACOR, Mallorca;;Estany D´En Mas (L´);526485.156562;Hotel;Allotjaments;;MANACOR;;01/01/1963;Cala Romántica;4374259.3679;518;;LAGUNE ROMANTICA,SL (B87929477);H/954;Alta;3.308119397586926;39.517566506799994
4 estrelles;362;Carrer CALA ES DOMINGOS, S/N. 07688 Cala Murada, MANACOR, Mallorca;;Cala Murada;;Hotel;Allotjaments;;MANACOR;0;02/05/1963;IBEROSTAR CALA DOMINGOS;;715;;IBEROSTAR LEASING SL (B57860264);H/964;Alta;;
2 estrelles;22;ELS RAVELLS, 30. 07660 Cala D´Or, SANTANYÍ, Mallorca;;Cala D´Or;519867.678245;Hostal;Allotjaments;;SANTANYÍ;;01/01/1963;OASIS D´OR;4358664.16125;43;;Alma Dor Tour, S.L.U. (B70899869);H/972;Alta;3.2306704752221944;39.37722304735815
4 estrelles;114;SON RIGO, 21. 07600 PALMA, Mallorca;;Platja De Palma;477921.090377;Hotel;Allotjaments;;PALMA;;01/01/1984;LUXOR;4374817.23622;228;;FOMENTO INDUSTRIAS DEL TURISMO, SL (B07010713);H/973;Alta;2.743122348810808;39.52271771422948
1 estrella;21;Carrer AMILCAR, 5. 07600 Platja De Palma, PALMA, Mallorca;;Platja De Palma;478747.936286;Hostal residència;Allotjaments;;PALMA;;14/06/1983;SOL DE MALLORCA;4372994.03412;45;;CAMASOL HOTELS, S.L.U. (B72919384);H/984;Alta;2.752800454127329;39.50631065650578
;4;MAJOR, 3. 07208 Cas Concos Del Cavaller, FELANITX, Mallorca;;Cas Concos Del Cavaller;;Turisme d´interior;Allotjaments;;FELANITX;;28/01/2016;PETIT CAN MEL;;8;;KONIG-BORDOY S.L. (B57879884);TI/100;Alta;;
;14;Carrer MELIÀ 1, ESQUINA C/BISBE TAIXEQUET, 68, S/N. 07620 LLUCMAJOR, Mallorca;;Llucmajor;490483.412528;Turisme d´interior;Allotjaments;;LLUCMAJOR;;27/11/2015;BOUTIQUE ESPAÑA;4370999.48253;28;;AL FARO LLUCMAJOR, SL (B13695796);TI/101;Alta;2.889333167061523;39.48854871245386
;6;Carrer PARE ANTONI MARTORELL, 3. 07230 MONTUÏRI, Mallorca;;Montuïri;;Turisme d´interior;Allotjaments;;MONTUÏRI;;12/02/2016;CAN MOIO;;12;;CASA VERDE MALLORCA, SL (B16630220);TI/102;Alta;;
;5;MESTRAL, 3. 07640 Salines (Les), SES SALINES, Mallorca;;Salines (Les);;Turisme d´interior;Allotjaments;;SES SALINES;;12/02/2016;VILLA STATION;;10;;JONACASO SL (B57667727);TI/103;Alta;;
;4;MAJOR, 28. 07530 Sant Llorenç Del Cardassar, SANT LLORENÇ DES CARDASSAR, Mallorca;;Sant Llorenç Del Cardassar;;Turisme d´interior;Allotjaments;;SANT LLORENÇ DES CARDASSAR;;12/02/2016;CAN SOLAIES;;8;;BARBARA FEMENIAS SUREDA;TI/104;Alta;;
;1;CAN SALES, 21. 07012 PALMA, Mallorca;;Palma;;Turisme d´interior;Allotjaments;;PALMA;;07/03/2016;SANTA CRUZ SUITE;;2;;INMOBILIARIA MONTAURA SL (B07410020);TI/105;Alta;;
;5;OLESA, 5. 07141 Cabaneta (La), MARRATXÍ, Mallorca;;Cabaneta (La);;Turisme d´interior;Allotjaments;;MARRATXÍ;;07/03/2016;CAL SECRETARI VELL;;10;;CAL SECRETARI VELL, SL (B57804189);TI/107;Alta;;
;4;Carrer BRONDO, 7. 07012 PALMA, Mallorca;;Palma;;Turisme d´interior;Allotjaments;;PALMA;;07/04/2016;BOSCH SUITES;;14;;HOTEL BOUTIQUE BOSCH,SL (B16571507);TI/108;Alta;;
4 estrelles Superior;10;SANTA CALTALINA TOMAS, 67. 07110 BUNYOLA, Mallorca;;Bunyola;;Turisme d´interior;Allotjaments;;BUNYOLA;;22/08/2016;ES CORTE VELL/ 4 ESTRELLES SUPERIOR;;20;;ES CORTE VELL SL (B57958928);TI/109;Alta;;
;7;VIVES, 14. 07100 SÓLLER, Mallorca;;Sóller;475554.342433;Turisme d´interior;Allotjaments;;SÓLLER;;29/11/2000;S´ARDEVIU;4401936.46903;14;;CATALINA TRIAS SERRA;TI/11;Alta;2.7145838509923457;39.767004526088286
;2;COSTA, 17. 07184 CALVIÀ, Mallorca;;Calvià;;Turisme d´interior;Allotjaments;;CALVIÀ;;22/08/2016;CA´N XORC (CASA MARTIN);;4;;AMANDA MARTIN (Y0652876N);TI/110;Alta;;
;3;LLONJA, 18. 07012 PALMA, Mallorca;;Palma;;Turisme d´interior;Allotjaments;;PALMA;;29/09/2016;LONJA LIVING SUITES;;8;;CECILIA ELENA BELTRAN SERVAIS;TI/112;Alta;;
